City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
326,Churapcha,62.0025,132.4325,42.58,85,100,13.76,RU,light rain
327,Rio Gallegos,-51.6226,-69.2181,44.65,45,0,13.8,AR,clear sky
328,Belmonte,-15.8631,-38.8828,70.54,81,96,12.5,BR,overcast clouds
329,Olutanga,7.3106,122.8464,81.46,72,100,0.96,PH,heavy intensity rain
330,Kichmengskiy Gorodok,59.9816,45.7854,41.95,98,100,5.44,RU,overcast clouds
331,Waipawa,-41.4122,175.5153,48.94,73,95,1.66,NZ,overcast clouds
332,Puerto Madryn,-42.7692,-65.0385,45.75,58,99,14.09,AR,overcast clouds
333,Ambunti,-4.2365,142.8448,75.29,96,71,1.45,PG,broken clouds
334,Santa Isabel,-23.3156,-46.2214,71.31,70,45,2.71,BR,scattered clouds
335,Itarema,-2.9248,-39.9167,77.77,78,3,17.56,BR,clear sky
336,Batticaloa,7.7102,81.6924,80.08,74,100,6.51,LK,overcast clouds
337,Dambulla,7.86,80.6517,74.32,86,100,12.53,LK,overcast clouds
338,Evensk,61.95,159.2333,46.44,72,100,5.77,RU,overcast clouds
339,Caconda,-13.7333,15.0667,63.88,45,0,3.42,AO,clear sky
340,Bintulu,3.1667,113.0333,74.55,94,77,3.76,MY,broken clouds
341,Bathsheba,13.2167,-59.5167,83.3,69,93,7.27,BB,overcast clouds
